Date,VVC-Price,VVC-RT,% Buys,% Sells,BS Ratio,CG-Price,CG-RT,CG-BSR,MTI,Trend
7/10/14,37.867,0.98,12.3,11.4,1.08,R,R,Y,1.17,DnUp
7/11/14,37.878,0.98,12.1,11.6,1.05,Y,Y,Y,1.12,DnUp
7/14/14,38.037,1.0,15.3,10.6,1.44,Y,Y,Y,1.16,DnUp
7/15/14,37.86,0.99,12.4,10.5,1.18,R,Y,Y,1.13,DnUp
7/16/14,37.905,0.99,13.8,11.1,1.24,Y,Y,Y,1.12,DnUp
7/17/14,37.519,0.96,10.0,13.3,0.75,R,R,R,1.02,C/Dn
7/18/14,37.875,0.99,13.6,11.9,1.14,Y,Y,G,1.05,DnUp
7/21/14,37.799,0.98,12.8,11.9,1.07,R,R,Y,1.05,DnUp
7/22/14,38.002,0.99,14.0,10.5,1.33,Y,Y,G,1.1,UpUp
7/23/14,38.085,1.0,14.6,10.6,1.37,G,Y,G,1.14,UpUp
7/24/14,38.073,0.99,14.4,11.3,1.27,Y,Y,Y,1.14,UpUp
7/25/14,37.893,0.98,13.2,12.8,1.03,Y,R,Y,1.1,UpUp
7/28/14,37.847,0.97,12.6,13.3,0.94,Y,R,R,1.06,UpUp
7/29/14,37.786,0.97,10.6,12.6,0.84,R,Y,R,1.03,DnUp
7/30/14,37.813,0.97,10.7,13.0,0.83,Y,Y,R,1.01,DnUp
7/31/14,37.156,0.94,6.6,16.2,0.41,R,R,R,0.9,DnDn
8/1/14,37.04,0.93,6.1,17.9,0.34,R,R,R,0.84,DnDn
8/4/14,37.216,0.95,8.2,16.2,0.5,Y,Y,Y,0.84,DnDn
8/5/14,37.012,0.93,6.1,16.7,0.37,R,R,R,0.81,DnDn
8/6/14,37.072,0.94,6.5,16.4,0.4,Y,Y,Y,0.8,DnDn
8/7/14,36.88,0.93,6.2,18.0,0.35,R,R,R,0.77,DnDn
8/8/14,37.187,0.95,7.5,16.7,0.45,Y,Y,Y,0.79,UpDn
8/11/14,37.433,0.97,8.7,15.2,0.57,G,Y,Y,0.84,UpDn
8/12/14,37.317,0.95,7.1,15.6,0.46,Y,Y,Y,0.84,UpDn
8/13/14,37.547,0.96,8.4,15.2,0.55,G,Y,Y,0.87,UpDn
8/14/14,37.666,0.97,9.5,15.2,0.63,Y,Y,Y,0.91,UpDn
8/15/14,37.667,0.96,9.8,15.4,0.64,G,Y,Y,0.93,UpDn
8/18/14,37.99,0.98,11.4,14.4,0.79,G,Y,Y,1.0,UpDn
8/19/14,38.116,0.98,11.5,13.1,0.88,G,Y,Y,1.05,UpUp
8/20/14,38.103,0.98,11.7,13.8,0.84,Y,Y,Y,1.06,UpUp
8/21/14,38.154,0.98,12.3,13.7,0.9,G,Y,Y,1.07,UpUp
8/22/14,38.131,0.98,11.9,13.8,0.86,Y,Y,Y,1.07,UpUp
8/25/14,38.264,0.98,11.7,13.6,0.87,G,Y,Y,1.08,UpUp
8/26/14,38.4,0.98,11.9,12.2,0.98,G,Y,Y,1.11,UpUp
8/27/14,38.395,0.99,12.0,12.2,0.98,Y,Y,Y,1.12,UpUp
8/28/14,38.296,0.98,11.0,12.9,0.85,Y,Y,R,1.09,UpUp
8/29/14,38.446,0.99,12.5,12.3,1.02,G,Y,G,1.11,C/Up
9/2/14,38.516,0.99,13.2,12.6,1.05,G,Y,G,1.13,UpUp
9/3/14,38.463,0.98,13.0,13.3,0.98,Y,Y,R,1.11,UpUp
9/4/14,38.345,0.97,11.6,13.4,0.86,R,R,R,1.07,DnUp
9/5/14,38.425,0.98,12.7,13.3,0.96,G,Y,Y,1.07,UpUp
9/8/14,38.382,0.97,12.0,13.4,0.9,Y,R,R,1.05,DnUp
9/9/14,38.121,0.95,9.1,14.0,0.65,Y,R,R,0.99,DnDn
9/10/14,38.214,0.96,9.5,14.2,0.67,Y,Y,Y,0.97,DnDn
9/11/14,38.259,0.96,10.1,14.2,0.71,Y,Y,Y,0.96,DnDn
9/12/14,38.015,0.94,8.9,15.8,0.56,Y,R,R,0.92,DnDn
9/15/14,37.778,0.93,7.4,17.0,0.44,R,R,R,0.87,C/Dn
9/16/14,37.965,0.94,8.4,15.3,0.55,Y,Y,Y,0.87,DnDn
9/17/14,37.968,0.94,8.9,15.9,0.56,Y,Y,Y,0.88,DnDn
9/18/14,38.09,0.94,10.5,16.7,0.63,Y,Y,Y,0.9,DnDn
9/19/14,37.932,0.93,9.4,18.4,0.51,R,R,R,0.88,DnDn
9/22/14,37.528,0.9,7.1,21.0,0.34,R,R,R,0.82,DnDn
9/23/14,37.296,0.89,5.4,20.8,0.26,R,R,R,0.77,DnDn
9/24/14,37.531,0.9,6.8,20.2,0.33,Y,Y,Y,0.78,DnDn
9/25/14,37.048,0.88,4.9,23.3,0.21,R,R,R,0.73,DnDn
9/26/14,37.278,0.89,5.9,22.4,0.26,Y,Y,Y,0.73,DnDn
9/29/14,37.217,0.9,6.1,22.7,0.27,R,Y,Y,0.73,DnDn
9/30/14,37.005,0.89,5.7,22.6,0.25,R,Y,R,0.71,DnDn
10/1/14,36.551,0.87,4.5,27.3,0.17,R,R,R,0.66,DnDn
10/2/14,36.621,0.87,4.7,26.5,0.18,Y,Y,Y,0.65,DnDn
10/3/14,36.869,0.89,5.9,25.8,0.23,Y,Y,Y,0.67,DnDn
10/6/14,36.787,0.89,5.3,25.9,0.21,R,Y,R,0.68,DnDn
10/7/14,36.334,0.86,4.1,28.4,0.14,R,R,R,0.64,DnDn
10/8/14,36.767,0.89,5.5,26.0,0.21,Y,Y,Y,0.67,UpDn
10/9/14,36.091,0.84,4.0,32.8,0.12,R,R,R,0.62,DnDn
10/10/14,35.607,0.82,3.9,38.7,0.1,R,R,R,0.58,DnDn
10/13/14,35.274,0.83,3.9,39.9,0.1,R,Y,Y,0.55,DnDn
10/14/14,35.416,0.84,4.3,36.6,0.12,Y,Y,Y,0.55,DnDn
10/15/14,35.207,0.85,4.6,36.9,0.13,R,Y,Y,0.55,DnDn
10/16/14,35.433,0.87,4.9,33.6,0.15,Y,Y,Y,0.57,DnDn
10/17/14,35.458,0.88,4.8,30.6,0.16,Y,Y,Y,0.58,DnDn
10/20/14,35.768,0.9,5.6,28.7,0.2,Y,Y,Y,0.61,UpDn
10/21/14,36.317,0.94,7.3,21.9,0.33,G,Y,Y,0.68,UpDn
10/22/14,35.998,0.91,6.3,25.2,0.25,Y,Y,Y,0.69,UpDn
10/23/14,36.37,0.94,8.5,23.3,0.37,G,Y,Y,0.74,UpDn
10/24/14,36.511,0.95,9.7,23.5,0.41,G,Y,Y,0.79,UpDn
10/27/14,36.425,0.92,8.4,25.2,0.33,Y,Y,Y,0.8,UpDn
10/28/14,36.997,0.96,12.0,20.3,0.59,G,Y,Y,0.9,UpDn
10/29/14,36.915,0.95,11.9,20.9,0.57,Y,Y,Y,0.93,UpDn
10/30/14,37.1,0.96,14.1,21.1,0.67,G,Y,Y,0.97,UpDn
10/31/14,37.522,0.98,19.0,20.3,0.94,G,Y,Y,1.07,UpUp
11/3/14,37.482,0.96,16.8,21.5,0.78,Y,Y,Y,1.08,UpUp
11/4/14,37.338,0.95,15.8,21.5,0.73,Y,R,Y,1.06,UpUp
11/5/14,37.39,0.95,16.9,21.5,0.79,G,Y,Y,1.05,UpUp
11/6/14,37.534,0.96,18.6,22.0,0.84,G,Y,Y,1.07,UpUp
11/7/14,37.601,0.96,18.6,21.4,0.87,G,Y,Y,1.08,UpUp
11/10/14,37.718,0.96,19.7,21.3,0.93,G,Y,Y,1.1,UpUp
11/11/14,37.723,0.97,19.6,19.6,1.0,G,Y,Y,1.11,UpUp
11/12/14,37.757,0.97,20.4,19.8,1.03,G,Y,G,1.11,C/Up
11/13/14,37.625,0.96,18.8,21.2,0.89,Y,Y,R,1.08,UpUp
11/14/14,37.645,0.96,18.5,20.9,0.89,G,Y,Y,1.07,UpUp
11/17/14,37.533,0.95,16.9,21.7,0.78,Y,R,R,1.02,DnUp
11/18/14,37.704,0.96,18.9,19.4,0.97,Y,Y,Y,1.04,DnUp
11/19/14,37.56,0.94,16.9,20.5,0.82,Y,R,R,1.01,DnUp
11/20/14,37.712,0.96,19.0,19.4,0.98,G,Y,Y,1.03,UpUp
11/21/14,37.882,0.97,20.2,18.4,1.1,G,Y,G,1.07,UpUp
11/24/14,38.076,0.98,21.5,18.4,1.17,G,Y,G,1.12,UpUp
11/25/14,38.079,0.98,22.4,16.8,1.33,G,Y,G,1.16,UpUp
11/26/14,38.165,0.99,23.4,16.8,1.39,G,Y,G,1.2,UpUp
11/28/14,37.848,0.96,21.5,20.6,1.05,Y,Y,Y,1.13,UpUp
12/1/14,37.397,0.93,17.2,22.2,0.77,Y,R,R,1.02,DnUp
12/2/14,37.601,0.95,19.5,21.1,0.92,Y,Y,Y,1.01,DnUp
12/3/14,37.84,0.96,21.7,20.5,1.06,Y,Y,G,1.04,DnUp
12/4/14,37.77,0.95,21.4,21.4,1.0,Y,R,Y,1.04,DnUp
12/5/14,37.846,0.96,22.8,21.4,1.06,Y,Y,G,1.06,DnUp
12/8/14,37.503,0.93,19.4,24.2,0.8,Y,Y,R,1.0,UpUp
12/9/14,37.661,0.96,21.1,21.6,0.98,G,Y,Y,1.01,UpUp
12/10/14,37.097,0.92,14.6,24.2,0.6,R,R,R,0.93,C/Dn
12/11/14,37.184,0.93,16.4,24.8,0.66,Y,Y,Y,0.9,DnDn
12/12/14,36.747,0.9,12.1,27.0,0.45,R,R,R,0.83,DnDn
12/15/14,36.418,0.89,11.4,28.7,0.4,R,R,R,0.76,DnDn
12/16/14,36.316,0.89,10.0,27.9,0.36,Y,Y,R,0.72,DnDn
12/17/14,37.04,0.94,15.6,24.0,0.65,Y,Y,Y,0.8,DnDn
12/18/14,37.618,0.98,22.3,22.1,1.01,G,Y,G,0.95,UpDn
12/19/14,37.692,0.99,23.2,21.3,1.09,Y,Y,G,1.04,UpUp
12/22/14,37.799,0.97,22.5,22.3,1.01,Y,Y,Y,1.09,UpUp
12/23/14,37.833,0.98,23.1,20.6,1.12,G,Y,G,1.13,UpUp
12/24/14,37.882,0.99,23.4,20.3,1.15,G,Y,G,1.16,UpUp
12/26/14,38.042,1.0,24.4,19.8,1.23,G,Y,G,1.21,C/Up
12/29/14,38.074,0.99,23.8,20.3,1.17,G,Y,Y,1.22,UpUp
12/30/14,37.937,0.99,22.8,19.1,1.2,Y,Y,G,1.21,UpUp
12/31/14,37.755,0.98,19.1,18.9,1.01,Y,Y,Y,1.16,DnUp
1/2/15,37.68,0.99,17.9,17.8,1.0,Y,Y,Y,1.12,DnUp
1/5/15,37.2,0.96,13.4,20.7,0.65,Y,R,R,1.01,DnUp
1/6/15,36.803,0.93,9.2,22.1,0.42,Y,R,R,0.9,DnDn
1/7/15,37.147,0.95,12.1,21.2,0.57,Y,Y,Y,0.89,DnDn
1/8/15,37.662,0.98,16.3,18.8,0.87,Y,Y,Y,0.96,DnDn
1/9/15,37.462,0.97,14.7,19.8,0.74,R,R,R,0.96,C/Dn
1/12/15,37.27,0.96,13.8,21.2,0.65,Y,Y,Y,0.93,UpDn
1/13/15,37.226,0.94,11.3,21.4,0.53,Y,Y,Y,0.9,UpDn
1/14/15,37.07,0.93,10.8,22.9,0.47,R,R,R,0.87,DnDn
1/15/15,36.744,0.91,9.4,25.6,0.37,R,R,R,0.81,DnDn
1/16/15,37.193,0.94,12.0,23.0,0.52,Y,Y,Y,0.83,DnDn
1/20/15,37.182,0.94,10.8,21.8,0.5,R,Y,R,0.84,DnDn
1/21/15,37.267,0.94,11.0,21.7,0.51,G,Y,Y,0.85,UpDn
1/22/15,37.733,0.96,14.3,20.0,0.72,Y,Y,Y,0.94,UpDn
1/23/15,37.653,0.96,13.7,20.6,0.67,Y,Y,Y,0.96,UpDn
1/26/15,37.876,0.97,14.3,19.6,0.73,G,Y,Y,1.01,UpUp
1/27/15,37.665,0.96,13.1,18.0,0.73,Y,Y,Y,1.0,UpUp
1/28/15,37.251,0.93,11.4,21.9,0.52,Y,R,Y,0.93,DnDn
1/29/15,37.498,0.95,13.3,20.9,0.64,Y,Y,Y,0.92,DnDn
1/30/15,37.084,0.92,10.8,23.4,0.46,R,R,R,0.86,DnDn
2/2/15,37.369,0.95,12.6,20.1,0.63,Y,Y,Y,0.87,DnDn
2/3/15,37.846,0.99,14.8,14.8,1.0,G,Y,Y,0.98,UpDn
2/4/15,37.698,0.97,13.7,16.4,0.83,Y,Y,Y,0.99,UpDn
2/5/15,38.038,1.0,17.2,14.8,1.17,G,Y,G,1.08,UpUp
2/6/15,37.897,0.99,14.9,15.0,1.0,Y,Y,Y,1.07,UpUp
2/9/15,37.743,0.97,11.2,15.3,0.73,Y,Y,Y,1.02,UpUp
2/10/15,37.963,0.98,12.7,13.8,0.92,G,Y,Y,1.04,UpUp
2/11/15,37.923,0.97,12.9,15.1,0.85,Y,Y,Y,1.04,UpUp
2/12/15,38.273,1.0,16.6,13.7,1.22,G,Y,G,1.12,C/Up
2/13/15,38.436,1.01,19.3,12.9,1.49,G,G,G,1.21,UpUp
2/17/15,38.502,1.01,17.2,10.5,1.64,G,Y,G,1.28,UpUp
2/18/15,38.569,1.01,18.2,10.8,1.69,G,Y,G,1.32,UpUp
2/19/15,38.578,1.01,18.4,11.0,1.66,G,Y,Y,1.34,UpUp
2/20/15,38.733,1.01,20.3,11.6,1.75,G,Y,G,1.38,UpUp
2/23/15,38.719,1.0,18.3,12.6,1.45,Y,Y,Y,1.34,UpUp
2/24/15,38.802,1.02,20.6,10.8,1.91,G,G,G,1.39,UpUp
2/25/15,38.845,1.03,21.2,11.0,1.92,G,G,G,1.42,UpUp
2/26/15,38.831,1.02,20.9,11.3,1.85,Y,Y,Y,1.42,UpUp
2/27/15,38.753,1.02,20.4,11.4,1.79,Y,Y,Y,1.4,UpUp
3/2/15,38.935,1.03,22.7,11.9,1.91,G,G,G,1.43,UpUp
3/3/15,38.775,1.02,20.3,11.3,1.81,Y,Y,Y,1.4,DnUp
3/4/15,38.657,1.01,18.3,12.0,1.52,Y,Y,Y,1.33,DnUp
3/5/15,38.736,1.02,19.5,12.3,1.59,Y,Y,Y,1.3,DnUp
3/6/15,38.284,0.99,15.3,14.8,1.03,R,R,Y,1.17,DnUp
3/9/15,38.376,0.99,16.4,15.2,1.08,Y,Y,Y,1.12,DnUp
3/10/15,37.921,0.96,10.7,16.5,0.64,R,R,R,1.0,C/Dn
3/11/15,37.985,0.97,12.2,16.4,0.74,Y,Y,Y,0.96,DnDn
3/12/15,38.392,0.99,16.5,15.4,1.07,Y,Y,G,1.01,DnUp
3/13/15,38.229,0.98,14.9,16.8,0.89,R,R,R,1.0,DnUp
3/16/15,38.534,0.99,17.2,16.6,1.04,G,Y,G,1.04,UpUp
3/17/15,38.543,0.98,16.2,15.7,1.03,Y,Y,Y,1.06,UpUp
3/18/15,38.906,1.01,19.5,14.1,1.38,G,G,G,1.16,UpUp
3/19/15,38.854,1.0,18.2,14.8,1.22,Y,Y,Y,1.18,UpUp
3/20/15,39.202,1.02,22.3,14.2,1.57,Y,G,G,1.27,UpUp
3/23/15,39.15,1.02,20.9,13.4,1.56,Y,Y,Y,1.3,UpUp
3/24/15,39.052,1.02,19.9,11.9,1.68,Y,Y,G,1.32,UpUp
3/25/15,38.495,0.98,13.6,13.5,1.0,Y,R,Y,1.18,DnUp
3/26/15,38.42,0.98,12.8,13.8,0.93,R,Y,R,1.09,DnUp
3/27/15,38.55,0.98,14.1,14.2,0.99,Y,Y,Y,1.06,DnUp
3/30/15,38.904,1.0,19.2,13.9,1.38,Y,Y,G,1.13,DnUp
3/31/15,38.718,0.99,16.2,13.5,1.2,R,R,Y,1.12,DnUp
4/1/15,38.678,1.0,16.0,13.2,1.22,Y,Y,G,1.11,UpUp
4/2/15,38.802,1.01,18.7,13.3,1.41,Y,G,G,1.15,UpUp
4/6/15,39.006,1.02,20.4,12.2,1.67,G,G,G,1.22,UpUp
4/7/15,38.897,1.02,17.8,11.6,1.54,R,Y,Y,1.23,DnUp
4/8/15,39.114,1.03,20.3,11.3,1.79,Y,G,G,1.29,UpUp
4/9/15,39.139,1.03,20.6,11.3,1.83,G,Y,G,1.33,C/Up
4/10/15,39.25,1.04,21.8,11.1,1.97,G,G,G,1.38,UpUp
4/13/15,39.157,1.02,20.0,11.3,1.77,Y,Y,Y,1.36,UpUp
4/14/15,39.205,1.02,18.7,10.1,1.84,Y,Y,G,1.37,UpUp
4/15/15,39.411,1.04,22.3,9.4,2.37,G,G,G,1.42,UpUp
4/16/15,39.401,1.04,22.5,9.8,2.3,Y,Y,Y,1.44,UpUp
4/17/15,38.976,1.01,15.8,10.4,1.52,Y,Y,Y,1.32,DnUp
4/20/15,39.243,1.03,19.5,10.2,1.91,G,G,G,1.35,UpUp
4/21/15,39.274,1.03,18.2,9.6,1.89,G,Y,Y,1.36,UpUp
4/22/15,39.35,1.03,19.8,10.0,1.97,Y,Y,Y,1.39,DnUp
4/23/15,39.506,1.04,22.2,9.3,2.38,G,Y,G,1.42,UpUp
4/24/15,39.519,1.04,21.9,10.1,2.16,G,Y,Y,1.43,UpUp
4/27/15,39.306,1.02,19.1,10.9,1.76,Y,Y,Y,1.37,UpUp
4/28/15,39.371,1.01,17.8,10.2,1.74,G,Y,Y,1.34,UpUp
4/29/15,39.154,1.0,16.1,11.1,1.45,R,Y,Y,1.26,DnUp
4/30/15,38.682,0.97,12.7,13.7,0.92,Y,R,R,1.1,DnUp
5/1/15,38.938,0.98,14.5,13.2,1.1,Y,Y,G,1.07,DnUp
5/4/15,39.033,1.0,16.2,12.0,1.34,Y,Y,Y,1.1,DnUp
5/5/15,38.617,0.97,12.0,13.8,0.87,Y,R,R,1.01,DnUp
5/6/15,38.546,0.96,11.2,14.3,0.78,R,R,R,0.95,C/Dn
5/7/15,38.638,0.96,10.9,14.1,0.77,Y,Y,R,0.93,DnDn
5/8/15,38.988,0.98,14.4,13.3,1.08,G,Y,G,0.98,UpDn
5/11/15,38.902,0.98,13.2,13.6,0.97,R,Y,R,0.98,DnDn
5/12/15,38.805,0.98,12.4,13.1,0.95,Y,Y,Y,0.97,UpDn
5/13/15,38.801,0.98,13.9,13.4,1.04,Y,Y,G,0.98,UpDn
5/14/15,39.128,0.99,16.8,13.0,1.29,G,Y,G,1.04,UpUp
5/15/15,39.174,1.0,17.0,13.0,1.31,G,Y,G,1.08,C/Up
5/18/15,39.327,1.0,17.4,12.4,1.4,Y,Y,G,1.13,UpUp
5/19/15,39.284,0.98,15.2,12.6,1.21,Y,Y,Y,1.13,UpUp
5/20/15,39.314,0.99,15.5,12.9,1.2,G,Y,Y,1.13,UpUp
5/21/15,39.352,0.99,16.0,12.9,1.24,G,Y,Y,1.14,UpUp
5/22/15,39.287,0.98,14.7,13.2,1.11,Y,R,Y,1.12,UpUp
5/26/15,38.909,0.96,10.0,14.8,0.68,R,R,R,1.02,DnUp
5/27/15,39.183,0.97,11.7,12.7,0.93,Y,Y,Y,1.02,DnUp
5/28/15,39.108,0.97,11.2,13.2,0.85,Y,Y,R,1.0,DnUp
5/29/15,38.953,0.96,10.1,13.8,0.73,Y,R,R,0.96,DnDn
6/1/15,38.975,0.97,10.5,13.5,0.77,Y,Y,Y,0.95,DnDn
6/2/15,39.022,0.97,10.7,12.3,0.87,Y,Y,Y,0.96,UpDn
6/3/15,39.174,0.98,12.9,12.2,1.05,Y,Y,G,1.0,DnDn
6/4/15,38.876,0.96,10.3,13.6,0.76,R,R,R,0.96,C/Dn
6/5/15,38.947,0.97,11.4,13.6,0.84,Y,Y,Y,0.95,DnDn
6/8/15,38.757,0.96,9.8,14.7,0.67,R,R,R,0.91,DnDn
6/9/15,38.684,0.95,9.1,14.7,0.62,R,R,R,0.88,DnDn
6/10/15,39.068,0.97,12.1,13.3,0.91,Y,Y,Y,0.93,DnDn
6/11/15,39.141,0.97,12.5,13.4,0.93,Y,Y,Y,0.96,UpDn
6/12/15,39.011,0.97,11.9,14.0,0.85,Y,Y,Y,0.96,UpDn
6/15/15,38.849,0.96,10.5,14.7,0.71,Y,Y,Y,0.93,UpDn
6/16/15,38.981,0.97,11.1,13.5,0.83,Y,Y,Y,0.94,UpDn
6/17/15,39.021,0.97,11.1,13.6,0.81,Y,Y,R,0.95,DnDn
6/18/15,39.345,0.98,13.5,13.3,1.01,G,Y,G,1.01,C/Up
6/19/15,39.225,0.97,13.0,14.0,0.93,Y,Y,R,1.01,UpUp
6/22/15,39.428,0.99,14.5,13.5,1.07,G,Y,G,1.05,UpUp
6/23/15,39.502,0.99,14.9,12.3,1.21,G,Y,G,1.09,UpUp
6/24/15,39.223,0.97,12.5,13.4,0.93,Y,Y,R,1.04,UpUp
6/25/15,39.147,0.96,12.7,14.8,0.86,Y,R,R,1.0,DnUp
6/26/15,39.045,0.95,12.4,16.5,0.75,R,R,R,0.96,DnDn
6/29/15,38.232,0.9,7.4,21.3,0.35,Y,R,R,0.84,DnDn
6/30/15,38.412,0.92,8.0,19.1,0.42,Y,Y,Y,0.8,DnDn
7/1/15,38.524,0.92,9.5,20.7,0.46,Y,Y,Y,0.79,DnDn
7/2/15,38.457,0.91,8.4,21.2,0.4,R,R,R,0.78,C/Dn
7/6/15,38.288,0.91,8.6,23.2,0.37,R,Y,R,0.76,DnDn
7/7/15,38.349,0.91,7.8,23.0,0.34,G,Y,R,0.75,UpDn
7/8/15,37.809,0.87,6.3,29.0,0.22,R,R,R,0.69,DnDn
7/9/15,37.912,0.89,7.0,27.6,0.25,Y,Y,Y,0.68,DnDn
7/10/15,38.373,0.92,9.3,23.9,0.39,Y,Y,Y,0.72,DnDn
7/13/15,38.687,0.94,10.8,21.8,0.49,Y,Y,Y,0.78,UpDn
7/14/15,38.845,0.96,11.8,18.6,0.63,G,Y,Y,0.84,UpDn
7/15/15,38.683,0.94,11.1,21.5,0.52,Y,Y,Y,0.85,UpDn
7/16/15,38.903,0.95,12.8,21.5,0.6,G,Y,Y,0.89,UpDn
7/17/15,38.862,0.94,12.3,22.9,0.54,Y,Y,Y,0.91,UpDn
7/20/15,38.725,0.92,11.6,25.8,0.45,Y,R,R,0.9,UpDn
7/21/15,38.562,0.92,10.0,24.1,0.42,Y,Y,R,0.87,DnDn
7/22/15,38.537,0.92,11.2,26.0,0.43,R,Y,Y,0.85,DnDn
7/23/15,38.335,0.91,9.4,27.8,0.34,Y,R,R,0.82,DnDn
7/24/15,37.962,0.88,7.9,31.4,0.25,R,R,R,0.77,DnDn
7/27/15,37.677,0.88,7.0,33.0,0.21,R,Y,R,0.72,DnDn
7/28/15,37.991,0.9,7.4,28.7,0.26,Y,Y,Y,0.72,DnDn
7/29/15,38.206,0.91,8.6,26.9,0.32,Y,Y,Y,0.75,DnDn
7/30/15,38.266,0.91,9.6,27.5,0.35,Y,Y,Y,0.77,DnDn
7/31/15,38.36,0.92,10.8,27.6,0.39,Y,Y,Y,0.79,UpDn
8/3/15,38.197,0.9,9.8,29.7,0.33,Y,Y,Y,0.78,UpDn
8/4/15,38.2,0.9,9.2,28.1,0.33,G,Y,Y,0.78,UpDn
8/5/15,38.284,0.9,10.3,28.5,0.36,G,Y,Y,0.79,UpDn
8/6/15,37.931,0.89,8.6,30.6,0.28,R,R,R,0.76,DnDn
8/7/15,37.845,0.88,8.6,32.3,0.27,R,R,R,0.74,DnDn
8/10/15,38.223,0.91,10.0,27.9,0.36,G,Y,Y,0.77,UpDn
8/11/15,37.939,0.9,8.6,28.0,0.31,Y,Y,R,0.76,DnDn
8/12/15,37.875,0.9,8.2,28.3,0.29,Y,Y,R,0.75,DnDn
8/13/15,37.834,0.89,8.4,29.6,0.28,R,Y,Y,0.75,DnDn
8/14/15,37.985,0.9,9.9,29.1,0.34,Y,Y,Y,0.76,UpDn
8/17/15,38.177,0.9,10.6,28.0,0.38,Y,Y,Y,0.78,DnDn
8/18/15,37.996,0.9,9.5,27.7,0.34,Y,Y,Y,0.78,UpDn
8/19/15,37.723,0.88,8.6,30.3,0.28,R,R,R,0.75,DnDn
8/20/15,37.0,0.84,6.4,36.2,0.18,R,R,R,0.67,DnDn
8/21/15,36.274,0.81,4.9,42.2,0.12,R,R,R,0.59,DnDn
8/24/15,35.08,0.76,3.2,56.0,0.06,R,R,R,0.5,DnDn
8/25/15,34.946,0.77,2.9,56.4,0.05,R,Y,R,0.47,DnDn
8/26/15,35.677,0.8,3.6,46.2,0.08,Y,Y,Y,0.5,DnDn
8/27/15,36.301,0.85,4.0,37.7,0.11,Y,Y,Y,0.55,DnDn
8/28/15,36.452,0.87,4.2,34.6,0.12,Y,Y,Y,0.59,UpDn
8/31/15,36.289,0.87,4.3,35.4,0.12,Y,Y,Y,0.6,UpDn
9/1/15,35.514,0.83,3.4,41.8,0.08,Y,Y,Y,0.56,UpDn
9/2/15,35.937,0.85,4.2,37.9,0.11,G,Y,Y,0.56,UpDn
9/3/15,35.966,0.85,4.4,36.6,0.12,Y,Y,Y,0.57,DnDn
9/4/15,35.633,0.83,4.4,41.9,0.1,R,R,R,0.55,DnDn
9/8/15,36.273,0.88,5.0,33.0,0.15,Y,Y,Y,0.59,DnDn
9/9/15,35.979,0.87,4.7,31.4,0.15,Y,Y,Y,0.6,UpDn
9/10/15,36.076,0.87,4.8,30.2,0.16,G,Y,Y,0.63,UpDn
9/11/15,36.189,0.87,5.4,30.6,0.18,G,Y,Y,0.69,UpDn
9/14/15,36.048,0.86,5.0,33.4,0.15,Y,Y,Y,0.69,UpDn
9/15/15,36.319,0.88,5.5,27.3,0.2,G,Y,Y,0.74,UpDn
9/16/15,36.586,0.91,6.0,23.6,0.25,G,Y,Y,0.78,UpDn
9/17/15,36.67,0.92,6.4,23.1,0.28,G,Y,Y,0.81,UpDn
9/18/15,36.267,0.89,5.8,27.3,0.21,Y,Y,Y,0.76,UpDn
9/21/15,36.23,0.88,5.7,27.5,0.21,Y,Y,Y,0.73,UpDn
9/22/15,35.797,0.87,4.9,29.1,0.17,Y,R,R,0.69,DnDn
9/23/15,35.67,0.86,5.2,32.2,0.16,Y,R,R,0.66,DnDn
9/24/15,35.556,0.85,5.2,33.4,0.16,Y,R,Y,0.63,DnDn
9/25/15,35.328,0.84,4.8,36.3,0.13,R,R,R,0.6,DnDn
9/28/15,34.535,0.8,3.9,45.5,0.08,R,R,R,0.55,DnDn
9/29/15,34.392,0.8,3.6,43.9,0.08,R,Y,Y,0.53,DnDn
9/30/15,34.892,0.83,4.6,38.1,0.12,Y,Y,Y,0.55,DnDn
10/1/15,34.893,0.83,4.7,38.2,0.12,Y,Y,Y,0.56,DnDn
10/2/15,35.329,0.86,5.4,33.3,0.16,Y,Y,Y,0.6,UpDn
10/5/15,35.918,0.91,7.3,25.8,0.28,Y,Y,Y,0.67,UpDn
10/6/15,35.8,0.93,7.5,21.1,0.35,Y,Y,Y,0.7,UpDn
10/7/15,36.161,0.96,10.2,19.0,0.54,G,Y,Y,0.78,UpDn
10/8/15,36.44,0.98,13.6,17.3,0.78,G,Y,Y,0.91,UpDn
10/9/15,36.528,0.99,14.3,16.8,0.85,G,Y,Y,0.98,UpDn
10/12/15,36.545,0.96,11.3,18.5,0.61,G,Y,Y,0.99,UpDn
10/13/15,36.231,0.95,10.2,17.9,0.57,Y,Y,Y,0.95,UpDn
10/14/15,36.054,0.94,9.9,18.9,0.52,Y,R,R,0.9,DnDn
10/15/15,36.554,0.98,14.4,16.3,0.89,G,Y,Y,0.98,UpDn
10/16/15,36.602,0.98,15.2,16.7,0.91,G,Y,Y,1.03,UpUp
10/19/15,36.618,0.97,14.1,17.1,0.82,G,Y,Y,1.05,UpUp
10/20/15,36.585,0.98,15.6,15.7,0.99,Y,Y,Y,1.06,UpUp
10/21/15,36.288,0.95,12.3,18.0,0.68,Y,Y,Y,0.99,UpDn
